TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
94744,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1801 Green St,1,Sidewalk: Curb side : Cutout,Private,11/3/10 0:00,4,3x3,37.79685023,-122.429235
33662,DPW Maintained,Ficus retusa nitida :: Banyan Fig,453 Linden St,1,Sidewalk: Curb side : Cutout,Private,10/11/16 0:00,3,,37.77606742,-122.4253888
38964,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1550 Bay St,6,Sidewalk: Curb side : Cutout,Private,11/17/98 0:00,5,,37.80328586,-122.4324776
51916,DPW Maintained,Prunus blireiana :: Flowering Plum,1750 43rd Ave,1,Sidewalk: Curb side : Cutout,Private,7/19/05 0:00,2,,37.75399927,-122.5021752
31876,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,457 38th Ave,1,Sidewalk: Curb side : Cutout,Private,6/26/95 0:00,2,,37.7803202,-122.4988083
59963,DPW Maintained,Ficus nitida :: Laurel Fig,523 Octavia St,1,Sidewalk: Curb side : Cutout,Private,12/19/81 0:00,15,,37.77707757,-122.4247981
86394,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1595 26th Ave,2,Sidewalk: Curb side : Cutout,DPW,12/15/06 0:00,3,3x3,37.75781712,-122.4843217
63200,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,450 36th Ave,1,Sidewalk: Curb side : Cutout,Private,7/8/15 0:00,3,,37.78053989,-122.4965187
44260,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,320 Excelsior Ave,1,Sidewalk: Curb side : Cutout,Private,2/20/01 0:00,6,,37.72483387,-122.4308165
104274,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3675 Washington St,3,Sidewalk: Curb side : Cutout,Private,9/17/13 0:00,3,3x3,37.78909406,-122.4535719
53178,DPW Maintained,Prunus cerasifera :: Cherry Plum,2420 REVISED Leavenworth St,1,Sidewalk: Curb side : Cutout,Private,11/14/06 0:00,5,,37.80350477,-122.4181496
91959,DPW Maintained,Pittosporum undulatum :: Victorian Box,203 IRVING ST,1,Sidewalk: Curb side : Cutout,DPW,12/11/08 0:00,3,3x3,37.76416956,-122.4601554
51891,DPW Maintained,Prunus cerasifera :: Cherry Plum,475 Tehama St,2,Sidewalk: Curb side : Cutout,Private,7/18/05 0:00,4,,37.77979979,-122.4059526
54436,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',406 Mississippi St,1,Sidewalk: Curb side : Cutout,Private,6/8/72 0:00,17,,37.76124926,-122.3945609
44512,Permitted Site,Prunus x yedoensis :: Yoshino Cherry,131 Fairmount St,1,Sidewalk: Curb side : Cutout,Private,3/26/01 0:00,10,4x4,37.73884935,-122.426321
41045,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3035 Pacific Ave,1,Sidewalk: Curb side : Cutout,Private,10/22/99 0:00,9,,37.79194788,-122.4452384
61608,DPW Maintained,Pittosporum undulatum :: Victorian Box,46 Tamalpais Ter,1,Sidewalk: Curb side : Cutout,Private,9/7/84 0:00,10,,37.77771368,-122.4486759
84781,DPW Maintained,Pittosporum undulatum :: Victorian Box,227 16th Ave,1,Sidewalk: Curb side : Cutout,Private,4/9/07 0:00,10,3x3,37.78377464,-122.475412
35583,DPW Maintained,Prunus blireiana :: Flowering Plum,3600 Fillmore St,2,Sidewalk: Curb side : Cutout,Private,3/25/98 0:00,7,,37.80292403,-122.4365988
9359,DPW Maintained,Pittosporum undulatum :: Victorian Box,248 Gold Mine Dr,1,Sidewalk: Curb side : Cutout,Private,3/11/06 0:00,3,2X2,37.74167211,-122.4390417
33266,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1000 California St,7,Sidewalk: Curb side : Cutout,Private,11/13/96 0:00,16,,37.79180707,-122.4117877
54661,DPW Maintained,Prunus serrulata :: Ornamental Cherry,345 Peninsula Ave,1,Sidewalk: Curb side : Cutout,Private,7/27/72 0:00,2,,37.71094938,-122.3992458
46356,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1032 Broadway,5,Sidewalk: Curb side : Cutout,Private,5/16/02 0:00,9,,37.7969892,-122.4143415
195298,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,201 Market St,5,Sidewalk: Curb side : Cutout,DPW,10/28/05 0:00,3,Width 4ft,37.79255303,-122.3970495
91810,DPW Maintained,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2701x Harrison St,1,Sidewalk: Curb side : Cutout,DPW,3/7/07 0:00,3,3x3,37.75418627,-122.4119738
43904,Permitted Site,Prunus serrulata :: Ornamental Cherry,1050 York St,3,Sidewalk: Curb side : Cutout,SFUSD,4/26/02 0:00,6,3x3,37.75523289,-122.4085092
86576,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2501 27th Ave,1,Sidewalk: Curb side : Cutout,DPW,1/5/07 0:00,3,3x3,37.74063688,-122.484198
48432,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1190 Sacramento St,3,Sidewalk: Curb side : Cutout,Private,7/26/02 0:00,11,,37.79262161,-122.412476
86248,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2286 25th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/15/06 0:00,3,3x3,37.74492066,-122.4821984
44126,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1455 Market St,2,Sidewalk: Curb side : Cutout,Private,12/6/00 0:00,11,,37.77593026,-122.4180514
57611,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,356 Connecticut St,1,Sidewalk: Curb side : Cutout,Private,11/12/76 0:00,13,,37.76180384,-122.397531
31868,DPW Maintained,Prunus cerasifera :: Cherry Plum,3633 Broderick St,1,Sidewalk: Curb side : Cutout,Private,11/29/99 0:00,7,,37.8040016,-122.4454543
31754,DPW Maintained,Prunus cerasifera :: Cherry Plum,2412 22nd Ave,1,Sidewalk: Curb side : Cutout,Private,6/19/95 0:00,5,,37.74257066,-122.4787979
43305,DPW Maintained,Ficus microcarpa :: Chinese Banyan,693 Vermont St,10,Sidewalk: Curb side : Cutout,SFUSD,7/12/00 0:00,6,,37.76109571,-122.4040664
15802,DPW Maintained,Pittosporum undulatum :: Victorian Box,4950 Mission St,8,Sidewalk: Curb side : Cutout,DPW,2/23/07 0:00,3,4x4,37.71934145,-122.4389462
43827,DPW Maintained,Prunus cerasifera :: Cherry Plum,2660 35th Ave,1,Sidewalk: Curb side : Cutout,Private,7/27/00 0:00,2,,37.73772792,-122.4924394
90547,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,838 Cabrillo St,1,Sidewalk: Curb side : Cutout,DPW,2/14/08 0:00,3,3x3,37.77526884,-122.4677635
25596,DPW Maintained,Pittosporum undulatum :: Victorian Box,1525 Cortland Ave,2,Sidewalk: Curb side : Cutout,DPW,2/13/02 0:00,3,3X3,37.73977648,-122.409328
34677,DPW Maintained,Pittosporum undulatum :: Victorian Box,2000 Filbert St,3,Sidewalk: Curb side : Cutout,Private,7/28/97 0:00,11,,37.79847218,-122.4326804
43854,DPW Maintained,Prunus cerasifera :: Cherry Plum,2750 36th Ave,2,Sidewalk: Curb side : Cutout,Private,7/27/00 0:00,5,,37.73576084,-122.493398
69238,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3065 Pacific Ave,1,Sidewalk: Curb side : Cutout,Private,2/9/94 0:00,8,,37.79189844,-122.4456518
86396,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1615 26th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/15/06 0:00,3,3x3,37.75729776,-122.4842805
6217,DPW Maintained,Pittosporum undulatum :: Victorian Box,1295X Pierce St,4,Sidewalk: Curb side : Cutout,DPW,5/29/91 0:00,12,4X4,37.7816881,-122.4357886
64373,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',376 Green St,1,Sidewalk: Curb side : Cutout,Private,4/21/88 0:00,9,,37.80001237,-122.4054837
31523,DPW Maintained,Prunus cerasifera :: Cherry Plum,1320 San Bruno Ave,1,Sidewalk: Curb side : Cutout,Private,5/10/95 0:00,9,,37.75279787,-122.4044396
43849,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2638 36th Ave,1,Sidewalk: Curb side : Cutout,Private,7/27/00 0:00,4,,37.7377832,-122.4935367
68345,DPW Maintained,Pittosporum undulatum :: Victorian Box,476 15th Ave,1,Sidewalk: Curb side : Cutout,Private,8/9/93 0:00,9,,37.77916285,-122.4737872
22645,Permitted Site,Pittosporum undulatum :: Victorian Box,1244 Turk St,1,Sidewalk: Curb side : Cutout,Private,4/7/05 0:00,3,3X3,37.78088713,-122.4295132
109107,DPW Maintained,Pittosporum tobira :: Japanese Mockorange,461X Cherry St,3,Sidewalk: Curb side : Cutout,Private,1/28/15 0:00,3,,37.78646411,-122.4567798
7950,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1735 Franklin St,1,Sidewalk: Curb side : Cutout,Private,1/28/08 0:00,3,3X3,37.79068151,-122.4241712
15529,DPW Maintained,Pittosporum undulatum :: Victorian Box,2796 Mission St,1,Sidewalk: Curb side : Cutout,DPW,6/1/92 0:00,11,3X3,37.75240457,-122.4185503
37364,DPW Maintained,Prunus cerasifera :: Cherry Plum,66 Madison St,1,Sidewalk: Curb side : Cutout,Private,6/15/98 0:00,8,,37.72800378,-122.4234968
35599,DPW Maintained,Pittosporum undulatum :: Victorian Box,251 18th Ave,1,Sidewalk: Curb side : Cutout,Private,3/27/98 0:00,5,,37.78339003,-122.4775437
63470,DPW Maintained,Pittosporum undulatum :: Victorian Box,2247 Turk Blvd,1,Sidewalk: Curb side : Cutout,Private,3/19/87 0:00,7,,37.77861661,-122.4462231
94348,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1160 Battery St,5,Sidewalk: Curb side : Cutout,Private,7/19/10 0:00,15,3x3,37.80189345,-122.4016326
23364,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1336 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Private,9/29/15 0:00,12,4x4,37.78818543,-122.4217033
26271,Permitted Site,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,16 Virginia Ave,2,Sidewalk: Curb side : Cutout,Private,2/21/04 0:00,3,3X3,37.74298721,-122.4213409
31527,DPW Maintained,Prunus cerasifera :: Cherry Plum,1364 San Bruno Ave,1,Sidewalk: Curb side : Cutout,Private,5/10/95 0:00,6,,37.75232633,-122.4043884
39530,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,88x Arkansas St,4,Sidewalk: Curb side : Cutout,Private,12/28/98 0:00,11,,37.7653441,-122.3988425
27912,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,100 The Embarcadero,6,Sidewalk: Curb side : Cutout,Port,2/1/01 0:00,12,3X3,37.78126372,-122.3885764
4061,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3045 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,Private,4/1/95 0:00,12,3x3,37.7482038,-122.4103568
213107,DPW Maintained,Prunus cerasifera :: Cherry Plum,133 Cresta Vista Dr,1,Sidewalk: Curb side : Cutout,Private,7/6/88 0:00,4,Width 3ft,37.73560203,-122.4566651
109099,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,605 Arguello Blvd,1,Sidewalk: Curb side : Cutout,Private,1/27/15 0:00,3,3x3,37.77913524,-122.458912
65039,DPW Maintained,Prunus cerasifera :: Cherry Plum,900 Green St,1,Sidewalk: Curb side : Cutout,Private,5/19/89 0:00,6,,37.79894241,-122.4140673
66120,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,474 10th Ave,1,Sidewalk: Curb side : Cutout,Private,8/15/90 0:00,11,6x9,37.77938311,-122.46838
127506,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',281 Geary St,4,Sidewalk: Curb side : Cutout,Private,8/17/18 0:00,3,Width 4ft,37.78735425,-122.4076213
43701,DPW Maintained,Prunus cerasifera :: Cherry Plum,3342 Fulton St,1,Sidewalk: Curb side : Cutout,Private,7/25/00 0:00,5,,37.77339904,-122.4677282
42695,DPW Maintained,Pittosporum undulatum :: Victorian Box,1610 Leavenworth St,1,Sidewalk: Curb side : Cutout,Private,6/26/00 0:00,11,,37.79586759,-122.4166134
30428,DPW Maintained,Pittosporum undulatum :: Victorian Box,434 Union St,1,Sidewalk: Curb side : Cutout,Private,5/11/56 0:00,13,7x3,37.80082159,-122.4066028
41123,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1941 Grove St,1,Sidewalk: Curb side : Cutout,Private,5/23/12 0:00,3,,37.7745166,-122.4485789
214730,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,706 Faxon Ave,1,Sidewalk: Curb side : Cutout,Private,6/3/99 0:00,8,Width 2ft,37.726071,-122.4598556
19379,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,532X 06th St,1,Sidewalk: Curb side : Cutout,DPW,2/9/93 0:00,6,3X3,37.77552104,-122.4020374
91967,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1372 09th Ave,1,Sidewalk: Curb side : Cutout,DPW,2/20/09 0:00,3,3x3,37.76269828,-122.4661478
67660,DPW Maintained,Prunus cerasifera :: Cherry Plum,37 Lucy St,1,Sidewalk: Curb side : Cutout,Private,11/5/92 0:00,6,,37.73022206,-122.3933086
9635,DPW Maintained,Pittosporum undulatum :: Victorian Box,1455 Golden Gate Ave,4,Sidewalk: Curb side : Cutout,DPW,12/11/97 0:00,3,3X3,37.77918932,-122.4343009
30446,DPW Maintained,Pittosporum undulatum :: Victorian Box,357 Union St,1,Sidewalk: Curb side : Cutout,Private,5/11/56 0:00,12,,37.80084204,-122.4054014
53443,DPW Maintained,Prunus cerasifera :: Cherry Plum,1955 Leavenworth St,1,Sidewalk: Curb side : Cutout,Private,5/20/86 0:00,5,,37.7992631,-122.4174742
91987,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1327 09th Ave,1,Sidewalk: Curb side : Cutout,DPW,2/23/09 0:00,3,3x3,37.76351373,-122.4663434
27517,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1212 Guerrero St,8,Sidewalk: Curb side : Cutout,Private,6/8/00 0:00,8,3X3,37.75128266,-122.4229431
15607,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3350 Mission St,2,Sidewalk: Curb side : Cutout,Private,1/22/05 0:00,3,3x3,37.74297758,-122.4216902
28254,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3410 San Bruno Ave,1,Sidewalk: Curb side : Cutout,DPW,2/23/02 0:00,8,3X3,37.718938,-122.400476
85991,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2222 28th Ave,1,Sidewalk: Curb side : Cutout,DPW,1/12/07 0:00,3,3x3,37.74590853,-122.4854967
50493,Permitted Site,Pittosporum undulatum :: Victorian Box,639 Edinburg St,1,Sidewalk: Curb side : Cutout,Private,5/17/16 0:00,3,3x3,37.71903041,-122.4335693
44741,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,271 Saint Charles Ave,1,Sidewalk: Curb side : Cutout,Private,4/3/01 0:00,3,,37.70900134,-122.4692259
14624,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,14 Matthew Ct,1,Sidewalk: Curb side : Cutout,DPW,2/12/98 0:00,6,3X4,37.73141354,-122.3800824
252906,Planning Code 138.1 required,Pittosporum undulatum :: Victorian Box,600 South Van Ness Ave,2,Sidewalk: Curb side : Cutout,Private,6/26/17 0:00,3,3x3,37.76351931,-122.4173968
5961,DPW Maintained,Pittosporum undulatum :: Victorian Box,1510 Eddy St,2,Sidewalk: Curb side : Cutout,DPW,2/2/90 0:00,6,3X3,37.78143815,-122.4326961
69395,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1075 Munich St,1,Sidewalk: Curb side : Cutout,Private,5/9/94 0:00,4,,37.71105819,-122.434662
59473,DPW Maintained,Prunus cerasifera :: Cherry Plum,1615 Fulton St,1,Sidewalk: Curb side : Cutout,Private,6/19/08 0:00,5,3x3,37.77610925,-122.4435311
59236,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2252 Filbert St,1,Sidewalk: Curb side : Cutout,Private,7/14/80 0:00,13,,37.79797431,-122.4365806
13650,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,595 Market St,3,Sidewalk: Curb side : Cutout,DPW,10/28/05 0:00,3,4x4,37.78951553,-122.4008566
38094,DPW Maintained,Prunus cerasifera :: Cherry Plum,2624 Sutter St,1,Sidewalk: Curb side : Cutout,Private,7/10/98 0:00,6,,37.78476501,-122.4442406
261997,Planning Code 138.1 required,Platanus x hispanica :: Sycamore: London Plane,607X Florida St,3,Sidewalk: Curb side : Cutout,Private,4/7/20 0:00,3,4x4,37.76159237,-122.4110119
21798,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,2600X Taylor St,3,Sidewalk: Curb side : Cutout,Private,1/22/16 0:00,12,3X3,37.80691155,-122.414701
111007,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,600X Beach St,1,Sidewalk: Curb side : Cutout,Private,7/15/15 0:00,3,,37.80689292,-122.4191851
250075,Planning Code 138.1 required,Pittosporum undulatum :: Victorian Box,1599X Bush St,4,Sidewalk: Curb side : Cutout,Private,4/5/17 0:00,3,Width 4ft,37.78838405,-122.422774
67004,DPW Maintained,Pittosporum undulatum :: Victorian Box,3700 Divisadero St,1,Sidewalk: Curb side : Cutout,Private,2/20/92 0:00,8,,37.80383756,-122.4435354
54376,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2369 Jackson St,1,Sidewalk: Curb side : Cutout,Private,6/5/72 0:00,17,3x3,37.79247463,-122.4340001
109710,DPW Maintained,Prunus serrulata :: Ornamental Cherry,274 Trumbull St,1,Sidewalk: Curb side : Cutout,Private,3/2/15 0:00,3,3x3,37.73088098,-122.4244909
51291,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2020 Clement St,1,Sidewalk: Curb side : Cutout,Private,8/26/04 0:00,1,,37.78227143,-122.4810853
225029,DPW Maintained,Ficus nitida :: Laurel Fig,4543 18th St,1,Sidewalk: Curb side : Cutout,Private,4/14/17 0:00,3,Width 3ft,37.76051819,-122.4403535
54831,DPW Maintained,Ficus retusa nitida :: Banyan Fig,79 Terra Vista Ave,1,Sidewalk: Curb side : Cutout,Private,9/20/72 0:00,8,,37.78136629,-122.4433433
86368,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1235 26th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/20/06 0:00,3,3x3,37.76437234,-122.484786
67957,DPW Maintained,Prunus cerasifera :: Cherry Plum,886 27th Ave,1,Sidewalk: Curb side : Cutout,Private,3/22/93 0:00,5,,37.77273094,-122.4862742
43287,DPW Maintained,Prunus cerasifera :: Cherry Plum,2210 19th St,1,Sidewalk: Curb side : Cutout,Private,7/12/00 0:00,6,,37.76088879,-122.4043427
196544,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,1200x Kansas St,1,Median : Cutout,DPW,5/15/18 12:10,4,Width 5ft,37.75435734,-122.4025468
65105,DPW Maintained,Pittosporum undulatum :: Victorian Box,63 20th Ave,1,Sidewalk: Curb side : Cutout,Private,7/24/89 0:00,12,,37.78642219,-122.479896
63910,Prune Opt Out,Ficus retusa nitida :: Banyan Fig,2135 Powell St,1,Sidewalk: Curb side : Cutout,Private,12/18/91 0:00,14,,37.80449754,-122.4117585
107813,DPW Maintained,Pittosporum undulatum :: Victorian Box,406 CENTRAL AVE,1,Sidewalk: Curb side : Cutout,Private,1/6/15 0:00,3,3x6,37.77343959,-122.4441029
59138,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,531 12th Ave,1,Sidewalk: Curb side : Cutout,Private,4/23/80 0:00,1,,37.77816029,-122.4706057
28648,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1600X Webster St,10,Median : Cutout,DPW,4/21/08 0:00,3,6,37.7859256,-122.4314819
65101,DPW Maintained,Prunus cerasifera :: Cherry Plum,2 20th Ave,1,Sidewalk: Curb side : Cutout,Private,7/24/89 0:00,5,,37.78670066,-122.4797654
251477,DPW Maintained,Pittosporum undulatum :: Victorian Box,1590 Lyon St,1,Sidewalk: Curb side : Cutout,Private,2/21/18 0:00,3,3x3,37.78544554,-122.4448391
65046,Permitted Site,Ficus nitida :: Laurel Fig,2498 Harrison St,1,Sidewalk: Curb side : Cutout,Private,5/19/89 0:00,18,,37.75747206,-122.4124423
25622,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,800 The Embarcadero,8,Sidewalk: Curb side : Cutout,Port,12/18/00 0:00,12,4X4,37.79311463,-122.3919877
26,DPW Maintained,Prunus cerasifera :: Cherry Plum,736 14th St,1,Sidewalk: Curb side : Cutout,DPW,3/12/92 0:00,12,3X3,37.7677538,-122.4298434
25865,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,800X The Embarcadero,29,Sidewalk: Curb side : Cutout,Port,10/30/95 0:00,6,4X4,37.80238487,-122.400694
115921,DPW Maintained,Pittosporum undulatum :: Victorian Box,50 Beale St,5,Sidewalk: Curb side : Cutout,Private,4/15/16 0:00,3,3x3,37.79131115,-122.3961676
41947,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,690 08th Ave,2,Sidewalk: Curb side : Cutout,Private,6/20/00 0:00,9,,37.77558322,-122.4659564
27909,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,100 The Embarcadero,3,Sidewalk: Curb side : Cutout,Port,2/1/01 0:00,12,3X3,37.78146649,-122.3885703
1459,DPW Maintained,Pittosporum undulatum :: Victorian Box,170 Arguello Blvd,1,Sidewalk: Curb side : Cutout,DPW,3/29/18 0:00,3,3X3,37.78714318,-122.4591992
59132,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',723 11th Ave,1,Sidewalk: Curb side : Cutout,Private,4/23/80 0:00,11,,37.77465338,-122.469278
4020,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1760 Cesar Chavez St,3,Sidewalk: Curb side : Cutout,DPW,4/1/95 0:00,3,2X3,37.74991622,-122.3945374
236917,Permitted Site,Prunus cerasifera :: Cherry Plum,825 Moultrie St,1,Sidewalk: Curb side : Cutout,Private,5/18/98 0:00,7,Width 3ft,37.73438192,-122.4161737
60224,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',24 Rausch St,1,Sidewalk: Curb side : Cutout,Private,7/12/82 0:00,20,,37.77669857,-122.410085
86453,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2330 27th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/29/06 0:00,3,3x3,37.74393761,-122.4842699
59984,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1562 Innes Ave,1,Sidewalk: Curb side : Cutout,Private,1/11/82 0:00,20,,37.73909808,-122.3880975
6357,DPW Maintained,Platanus racemosa :: California Sycamore,2020X Ellis St,1,Sidewalk: Curb side : Cutout,Private,2/14/12 0:00,12,4X4,37.78152574,-122.4395877
25829,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1100X The Embarcadero,5,Sidewalk: Curb side : Cutout,Port,10/30/95 0:00,6,4X4,37.80414513,-122.4019184
59117,DPW Maintained,Prunus cerasifera :: Cherry Plum,530 10th Ave,1,Sidewalk: Curb side : Cutout,Private,7/18/08 0:00,4,3x3,37.7782838,-122.4682692
49703,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,3375 17th St,1,Sidewalk: Curb side : Cutout,Private,6/3/03 0:00,3,3x3,37.76329368,-122.4216407
50677,DPW Maintained,Prunus cerasifera :: Cherry Plum,320 Clementina St,2,Sidewalk: Curb side : Cutout,Private,12/17/09 0:00,6,3x3,37.78207986,-122.4022275
93051,DPW Maintained,Pittosporum undulatum :: Victorian Box,1555X Fairfax Ave,1,Sidewalk: Curb side : Cutout,DPW,1/9/10 0:00,3,3x3,37.74202412,-122.3889676
43969,DPW Maintained,Pittosporum undulatum :: Victorian Box,460 Natoma St,2,Sidewalk: Curb side : Cutout,Private,8/24/00 0:00,4,,37.78079971,-122.4069534
52448,DPW Maintained,Prunus cerasifera :: Cherry Plum,431 11th Ave,1,Sidewalk: Curb side : Cutout,Private,12/22/05 0:00,4,,37.78010265,-122.4696633
30442,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',350 Union St,4,Sidewalk: Curb side : Cutout,Private,5/11/56 0:00,14,,37.80101206,-122.405142
31509,DPW Maintained,Prunus cerasifera :: Cherry Plum,2426 24th St,1,Sidewalk: Curb side : Cutout,Private,5/10/95 0:00,6,,37.75321758,-122.4039038
13111,DPW Maintained,Ficus retusa nitida :: Banyan Fig,1599 Lombard St,3,Sidewalk: Curb side : Cutout,DPW,6/22/94 0:00,24,3X3,37.80085103,-122.427239
108498,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,762 10th Ave,,Sidewalk: Curb side : Cutout,Private,12/23/14 0:00,3,3x3,37.77400884,-122.4680053
14046,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1355 Market St,12,Sidewalk: Curb side : Cutout,DPW,9/25/89 0:00,12,4x4,37.77728031,-122.4163653
3217,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3838 California St,3,Sidewalk: Curb side : Cutout,Private,3/18/94 0:00,4,3X3,37.78598314,-122.4575035
8097,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,762 Fulton St,8,Sidewalk: Curb side : Cutout,Arts Commission,12/4/10 0:00,3,3X3,37.77806937,-122.4292179
57747,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,3425 Jackson St,1,Sidewalk: Curb side : Cutout,Private,1/19/77 0:00,8,,37.79027432,-122.4513842
109353,DPW Maintained,Ficus Spp. ::,2505 Pacific Ave,6,Sidewalk: Property side : Cutout,Private,2/11/15 0:00,3,.5x1,37.7929686,-122.4367077
91950,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,801X Irving St,1,Sidewalk: Curb side : Cutout,DPW,2/19/09 0:00,3,3x3,37.76398072,-122.466339
59795,DPW Maintained,Prunus cerasifera :: Cherry Plum,629 10th Ave,1,Sidewalk: Curb side : Cutout,Private,8/27/81 0:00,3,,37.77645615,-122.4683352
43672,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',511 02nd Ave,1,Sidewalk: Curb side : Cutout,Private,7/25/00 0:00,14,,37.77903531,-122.4599217
106735,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1645 Pacific Ave,1,Sidewalk: Curb side : Cutout,Private,5/30/14 0:00,4,3x3,37.79484691,-122.4224838
